identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/InvoicingEntity,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/availability,product/availabilityZone,product/capacitystatus,product/classicnetworkingsupport,product/clockSpeed,product/currentGeneration,product/dedicatedEbsThroughput,product/dedicatedEbsThroughputDescription,product/durability,product/ecu,product/enhancedNetworkingSupported,product/feeCode,product/feeDescription,product/fromLocation,product/fromLocationType,product/fromRegionCode,product/gpuMemory,product/group,product/groupDescription,product/instance,product/instanceFamily,product/instanceFamilyCategory,product/instanceType,product/instanceTypeFamily,product/intelAvx2Available,product/intelAvxAvailable,product/intelTurboAvailable,product/licenseModel,product/location,product/locationType,product/marketoption,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/messageDeliveryFrequency,product/messageDeliveryOrder,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/physicalProcessor,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/queueType,product/region,product/regionCode,product/servicecode,product/servicename,product/sku,product/storage,product/storageClass,product/storageMedia,product/tenancy,product/toLocation,product/toLocationType,product/toRegionCode,product/transferType,product/usagetype,product/vcpu,product/volumeApiName,product/volumeType,product/vpcnetworkingsupport,pricing/RateCode,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod
elz6uazkynigstljx5iu6t3tsypr3ymfitvwdu2pr7ejbauce7mq,2026-04-24T00:00:00Z/2026-04-24T01:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-24T00:00:00Z,2026-04-24T01:00:00Z,AmazonS3,TimedStorage-ByteHrs,,,,34738852346.1776,,,USD,0.0000000000,0.0010186458,0.0000000000,0.0010186458,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,99.99%,,,,,,,,99.999999999%,,,,,,,,,,,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,Storage,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,WP9ANXZGBYYSGJEA,,General Purpose,,,,,,,TimedStorage-ByteHrs,,,Standard,,,444249170036,USD,0.0000000000,0.0230000000,OnDemand,GB-Mo,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
elz6uazkynigstljx5iu6t3tsypr3ymfitvwdu2pr7ejbauce7mq,2026-04-25T00:00:00Z/2026-04-25T01:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-25T00:00:00Z,2026-04-25T01:00:00Z,AmazonS3,TimedStorage-ByteHrs,,,,29551128412.343643,,,USD,0.0000000000,0.0008665264,0.0000000000,0.0008665264,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,99.99%,,,,,,,,99.999999999%,,,,,,,,,,,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,Storage,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,WP9ANXZGBYYSGJEA,,General Purpose,,,,,,,TimedStorage-ByteHrs,,,Standard,,,444249170036,USD,0.0000000000,0.0230000000,OnDemand,GB-Mo,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
elz6uazkynigstljx5iu6t3tsypr3ymfitvwdu2pr7ejbauce7mq,2026-04-26T00:00:00Z/2026-04-26T01:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-26T00:00:00Z,2026-04-26T01:00:00Z,AmazonS3,TimedStorage-ByteHrs,,,,31709239873.525574,,,USD,0.0000000000,0.0009298086,0.0000000000,0.0009298086,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,99.99%,,,,,,,,99.999999999%,,,,,,,,,,,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,Storage,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,WP9ANXZGBYYSGJEA,,General Purpose,,,,,,,TimedStorage-ByteHrs,,,Standard,,,444249170036,USD,0.0000000000,0.0230000000,OnDemand,GB-Mo,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
elz6uazkynigstljx5iu6t3tsypr3ymfitvwdu2pr7ejbauce7mq,2026-04-27T00:00:00Z/2026-04-27T01:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-27T00:00:00Z,2026-04-27T01:00:00Z,AmazonS3,TimedStorage-ByteHrs,,,,29182996372.49737,,,USD,0.0000000000,0.0008557317,0.0000000000,0.0008557317,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,99.99%,,,,,,,,99.999999999%,,,,,,,,,,,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,Storage,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,WP9ANXZGBYYSGJEA,,General Purpose,,,,,,,TimedStorage-ByteHrs,,,Standard,,,444249170036,USD,0.0000000000,0.0230000000,OnDemand,GB-Mo,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
elz6uazkynigstljx5iu6t3tsypr3ymfitvwdu2pr7ejbauce7mq,2026-04-28T00:00:00Z/2026-04-28T01:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-28T00:00:00Z,2026-04-28T01:00:00Z,AmazonS3,TimedStorage-ByteHrs,,,,30399593675.167725,,,USD,0.0000000000,0.0008914059,0.0000000000,0.0008914059,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,99.99%,,,,,,,,99.999999999%,,,,,,,,,,,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,Storage,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,WP9ANXZGBYYSGJEA,,General Purpose,,,,,,,TimedStorage-ByteHrs,,,Standard,,,444249170036,USD,0.0000000000,0.0230000000,OnDemand,GB-Mo,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
elz6uazkynigstljx5iu6t3tsypr3ymfitvwdu2pr7ejbauce7mq,2026-04-29T00:00:00Z/2026-04-29T01:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-29T00:00:00Z,2026-04-29T01:00:00Z,AmazonS3,TimedStorage-ByteHrs,,,,32246755900.8969,,,USD,0.0000000000,0.0009455702,0.0000000000,0.0009455702,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,99.99%,,,,,,,,99.999999999%,,,,,,,,,,,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,Storage,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,WP9ANXZGBYYSGJEA,,General Purpose,,,,,,,TimedStorage-ByteHrs,,,Standard,,,444249170036,USD,0.0000000000,0.0230000000,OnDemand,GB-Mo,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
42fn6dqwrs6knjxtcq3dts63quti66nwsgvwazzljmjinn5trlvq,2026-04-16T19:00:00Z/2026-04-16T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-16T19:00:00Z,2026-04-16T23:00:00Z,AmazonS3,EUN1-Requests-Tier2,,,,6194,,,USD,0.0000004000,0.0024776000,0.0000004000,0.0024776000,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,,,EU (Stockholm),AWS Region,,,,,,,,,,,,,,,,API Request,,eu-north-1,eu-north-1,AmazonS3,Amazon Simple Storage Service,78XM3R8BT46YZKTU,,,,,,,,,EUN1-Requests-Tier2,,,,,,444249172966,USD,0.0000000000,0.0000004000,OnDemand,Requests,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
42fn6dqwrs6knjxtcq3dts63quti66nwsgvwazzljmjinn5trlvq,2026-04-16T22:00:00Z/2026-04-16T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-16T22:00:00Z,2026-04-16T23:00:00Z,AmazonS3,EUN1-Requests-Tier2,,,,13947,,,USD,0.0000004000,0.0055788000,0.0000004000,0.0055788000,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,,,EU (Stockholm),AWS Region,,,,,,,,,,,,,,,,API Request,,eu-north-1,eu-north-1,AmazonS3,Amazon Simple Storage Service,78XM3R8BT46YZKTU,,,,,,,,,EUN1-Requests-Tier2,,,,,,444249172966,USD,0.0000000000,0.0000004000,OnDemand,Requests,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
42fn6dqwrs6knjxtcq3dts63quti66nwsgvwazzljmjinn5trlvq,2026-04-19T21:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-19T21:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-Requests-Tier2,,,,34244,,,USD,0.0000004000,0.0136976000,0.0000004000,0.0136976000,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,,,EU (Stockholm),AWS Region,,,,,,,,,,,,,,,,API Request,,eu-north-1,eu-north-1,AmazonS3,Amazon Simple Storage Service,78XM3R8BT46YZKTU,,,,,,,,,EUN1-Requests-Tier2,,,,,,444249172966,USD,0.0000000000,0.0000004000,OnDemand,Requests,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
42fn6dqwrs6knjxtcq3dts63quti66nwsgvwazzljmjinn5trlvq,2026-04-19T22:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-19T22:00:00Z,2026-04-19T23:00:00Z,AmazonS3,EUN1-Requests-Tier2,,,,29522,,,USD,0.0000004000,0.0118088000,0.0000004000,0.0118088000,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,,,EU (Stockholm),AWS Region,,,,,,,,,,,,,,,,API Request,,eu-north-1,eu-north-1,AmazonS3,Amazon Simple Storage Service,78XM3R8BT46YZKTU,,,,,,,,,EUN1-Requests-Tier2,,,,,,444249172966,USD,0.0000000000,0.0000004000,OnDemand,Requests,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
psbtl6lzqimu6cgyrr64gpe4gtzjtikiqlwuffcxeg67m7ajkyxa,2026-04-16T19:00:00Z/2026-04-16T20:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-16T19:00:00Z,2026-04-16T20:00:00Z,AmazonS3,Requests-Tier2,,,,14919,,,USD,0.0000004000,0.0059676000,0.0000004000,0.0059676000,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,API Request,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,,,Requests-Tier2,,,,,,444249164969,USD,0.0000000000,0.0000004000,OnDemand,Requests,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
psbtl6lzqimu6cgyrr64gpe4gtzjtikiqlwuffcxeg67m7ajkyxa,2026-04-19T20:00:00Z/2026-04-19T23:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-19T20:00:00Z,2026-04-19T23:00:00Z,AmazonS3,Requests-Tier2,,,,31516,,,USD,0.0000004000,0.0126064000,0.0000004000,0.0126064000,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,API Request,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,,,Requests-Tier2,,,,,,444249164969,USD,0.0000000000,0.0000004000,OnDemand,Requests,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
psbtl6lzqimu6cgyrr64gpe4gtzjtikiqlwuffcxeg67m7ajkyxa,2026-04-20T08:00:00Z/2026-04-20T22:00:00Z,,"Amazon Web Services, Inc.",AWS,Anniversary,430155298731,2026-04-01T00:00:00Z,2026-05-01T00:00:00Z,430155298731,Credit,2026-04-20T08:00:00Z,2026-04-20T22:00:00Z,AmazonS3,Requests-Tier2,,,,41424,,,USD,0.0000004000,0.0165696000,0.0000004000,0.0165696000,AWS Free Tier,,"Amazon Web Services, Inc.",Amazon Simple Storage Service,,,,,,,,,,,,,,,,,,S3-API-Tier2,GET and all other requests,,,,,,,,,,US East (N. Virginia),AWS Region,,,,,,,,,,,,,,,,API Request,,us-east-1,us-east-1,AmazonS3,Amazon Simple Storage Service,ZWQ6Q48CRJXX4FXE,,,,,,,,,Requests-Tier2,,,,,,444249164969,USD,0.0000000000,0.0000004000,OnDemand,Requests,,,,,,,,,,23742807738,,,,,,,,,,,,,,,
